id,Age,Gender,Sleep_Start,Sleep_End,Sleep_Duration,Sleep_Quality,Exercise_Time,Caffeine_Intake,Screen_Time_Before_Bed,Work_Hours,Productivity_Score,Mood_Score,Stress_Level
3995.0,58.0,Male,23.1,4.19,5.09,9.0,86.0,160.0,32.0,11.67003692971923,1.0,6.0,10.0
6582.0,52.0,Male,22.13,4.32,6.18,3.0,67.0,3.0,6.0,4.972945254557195,8.0,10.0,5.0
2210.0,44.0,Male,23.18,4.9,5.71,6.0,86.0,180.0,24.0,5.414413331712515,10.0,1.0,8.0
6718.0,50.0,Other,23.33,6.1,6.77,8.0,48.0,52.0,73.0,5.968792980610528,2.0,2.0,9.0
5274.0,28.0,Male,23.02,5.75,6.74,5.0,83.0,156.0,84.0,6.200322071525867,7.0,8.0,4.0
8943.0,38.0,Male,23.37,5.25,5.88,5.0,72.0,6.0,3.0,4.272765582826162,2.0,6.0,7.0
2505.0,22.0,Other,22.2,7.5,9.3,6.0,61.0,206.0,153.0,10.780890993725194,9.0,1.0,9.0
7304.0,41.0,Male,23.23,4.82,5.58,6.0,47.0,26.0,11.0,10.808735057857156,7.0,2.0,7.0
9893.0,27.0,Male,21.9,4.42,6.52,1.0,25.0,165.0,21.0,11.618411076808854,5.0,3.0,2.0
2853.0,57.0,Male,20.65,1.31,4.66,1.0,6.0,272.0,118.0,6.773123455705543,8.0,2.0,3.0
7098.0,50.0,Male,20.15,1.91,5.76,9.0,5.0,233.0,118.0,9.924151516942938,5.0,3.0,5.0
1713.0,34.0,Female,22.52,5.05,6.53,2.0,0.0,141.0,135.0,7.449966329442216,2.0,4.0,1.0
3857.0,18.0,Female,22.58,4.42,5.84,7.0,21.0,120.0,177.0,4.612958511437189,8.0,8.0,10.0
7723.0,27.0,Female,23.53,4.6,5.07,10.0,44.0,66.0,136.0,8.81094101592053,10.0,2.0,10.0
2798.0,56.0,Female,22.12,4.09,5.97,2.0,70.0,46.0,85.0,5.231794809325471,6.0,2.0,1.0
2293.0,53.0,Male,23.25,3.76,4.51,4.0,88.0,293.0,177.0,6.920410220334444,8.0,8.0,9.0
3076.0,40.0,Male,22.85,3.65,4.8,5.0,70.0,184.0,133.0,11.530072513421182,1.0,4.0,8.0
1932.0,43.0,Other,23.65,8.11,8.46,5.0,27.0,244.0,103.0,10.977174878871,7.0,9.0,2.0
6087.0,48.0,Other,21.95,7.41,9.46,3.0,55.0,72.0,9.0,7.542964048847124,2.0,10.0,10.0
4037.0,55.0,Female,22.4,5.23,6.83,1.0,61.0,183.0,66.0,7.033695249885075,8.0,1.0,8.0
8101.0,58.0,Male,20.83,1.89,5.06,6.0,88.0,138.0,59.0,8.841137574422941,6.0,1.0,2.0
,56.0,Male,20.48,4.97,8.49,6.0,53.0,3.0,171.0,11.921903072698546,1.0,5.0,10.0
5470.0,46.0,Male,20.15,2.47,6.32,2.0,48.0,277.0,85.0,5.34097576604321,9.0,5.0,4.0
6892.0,25.0,Female,21.1,3.36,6.26,5.0,15.0,78.0,132.0,7.357237958872041,10.0,5.0,7.0
6656.0,25.0,Other,20.02,0.56,4.54,7.0,71.0,67.0,63.0,10.269623910087802,7.0,2.0,5.0
2984.0,50.0,Other,22.82,7.38,8.56,5.0,40.0,11.0,118.0,11.267708114083147,3.0,6.0,9.0
2038.0,51.0,Male,20.67,2.57,5.91,8.0,20.0,260.0,124.0,11.611709437966557,4.0,1.0,9.0
1418.0,23.0,Male,20.25,0.82,4.57,2.0,14.0,261.0,55.0,5.64503580425825,1.0,1.0,4.0
6959.0,18.0,Female,22.7,3.8,5.1,10.0,75.0,198.0,11.0,8.800991519515971,1.0,5.0,2.0
3364.0,34.0,Other,22.0,4.02,6.02,2.0,35.0,251.0,146.0,4.34848544457936,5.0,3.0,7.0
7900.0,27.0,Male,22.58,7.86,9.27,8.0,61.0,228.0,65.0,5.03504744854033,4.0,7.0,1.0
4368.0,43.0,Male,22.18,2.9,4.71,8.0,49.0,19.0,35.0,10.253778127903676,6.0,2.0,4.0
2373.0,55.0,Male,21.83,4.35,6.52,3.0,29.0,248.0,122.0,8.130718550706613,7.0,7.0,5.0
3755.0,22.0,Male,20.15,3.48,7.33,4.0,84.0,172.0,103.0,9.769086828792348,4.0,4.0,7.0
5046.0,43.0,Female,21.17,4.57,7.41,3.0,33.0,37.0,86.0,9.425460676712545,3.0,3.0,4.0
7322.0,54.0,Male,22.45,7.16,8.71,6.0,2.0,242.0,95.0,9.076401126893016,8.0,3.0,8.0
4655.0,59.0,Other,20.42,4.04,7.63,2.0,56.0,6.0,111.0,7.7894820832269716,7.0,8.0,1.0
2629.0,25.0,Female,20.98,6.03,9.05,8.0,64.0,20.0,151.0,9.043373985351383,6.0,10.0,9.0
7327.0,52.0,Female,23.88,4.58,4.7,6.0,0.0,68.0,36.0,9.905535178595994,8.0,10.0,4.0
7669.0,30.0,Other,20.38,1.31,4.93,8.0,25.0,159.0,56.0,4.381465153998106,5.0,1.0,4.0
1944.0,46.0,Female,23.27,4.86,5.59,2.0,37.0,253.0,129.0,10.025597615313837,6.0,8.0,8.0
2785.0,52.0,Other,22.23,3.79,5.55,1.0,67.0,277.0,31.0,8.942522238071113,3.0,6.0,10.0
4356.0,32.0,Female,23.4,6.97,7.57,5.0,3.0,239.0,104.0,9.58586391850504,3.0,5.0,3.0
7833.0,34.0,Female,21.38,2.97,5.59,3.0,86.0,104.0,18.0,11.446749357465556,3.0,2.0,8.0
1930.0,22.0,Other,22.38,3.03,4.65,1.0,57.0,144.0,109.0,5.988288016102691,8.0,8.0,7.0
6027.0,54.0,Male,20.87,3.53,6.67,4.0,87.0,11.0,51.0,11.482002515154663,1.0,2.0,7.0
2210.0,20.0,Male,21.62,3.83,6.21,2.0,49.0,245.0,68.0,8.91292123569958,7.0,5.0,8.0
8413.0,38.0,Other,23.33,6.55,7.21,1.0,50.0,269.0,58.0,7.639252823059177,2.0,6.0,1.0
6748.0,22.0,Other,20.2,5.46,9.26,1.0,12.0,170.0,26.0,9.39220943300906,3.0,10.0,9.0
4574.0,35.0,Female,20.92,6.28,9.36,10.0,39.0,115.0,135.0,6.72087149202295,5.0,3.0,7.0
2120.0,50.0,Female,23.72,6.85,7.13,5.0,64.0,211.0,75.0,8.996681961209399,2.0,2.0,4.0
8044.0,59.0,Male,21.45,5.48,8.03,9.0,24.0,101.0,43.0,6.1227397984554655,9.0,3.0,5.0
7023.0,30.0,Female,21.52,5.1,7.58,1.0,6.0,89.0,78.0,11.786085946911196,10.0,7.0,4.0
6412.0,35.0,Female,21.9,5.35,7.45,3.0,45.0,110.0,176.0,8.026163584804674,6.0,5.0,6.0
3808.0,21.0,Other,20.48,5.59,9.11,3.0,19.0,214.0,53.0,7.549425597243675,9.0,6.0,7.0
5174.0,52.0,Female,21.43,6.09,8.66,3.0,32.0,256.0,33.0,5.242504161173651,10.0,4.0,4.0
6945.0,49.0,Male,22.25,2.84,4.59,4.0,19.0,201.0,119.0,4.080723240175052,10.0,6.0,3.0
2152.0,32.0,Male,21.62,7.02,9.41,5.0,25.0,60.0,122.0,6.6341907131207005,6.0,10.0,3.0
2658.0,53.0,Male,20.88,5.37,8.48,4.0,23.0,232.0,148.0,8.811009691545284,6.0,8.0,5.0
8084.0,57.0,Male,22.73,4.26,5.52,2.0,83.0,206.0,48.0,9.700623545978086,10.0,1.0,6.0
3866.0,24.0,Male,20.8,2.42,5.62,10.0,2.0,237.0,23.0,7.834208642351106,10.0,4.0,9.0
9086.0,52.0,Other,22.1,2.82,4.72,2.0,78.0,46.0,80.0,6.894397438904451,4.0,2.0,2.0
7283.0,40.0,Male,21.42,4.79,7.37,2.0,1.0,68.0,158.0,9.682182788553998,4.0,6.0,7.0
3668.0,25.0,Other,20.0,2.2,6.2,4.0,86.0,240.0,87.0,6.102514196423534,4.0,5.0,1.0
6413.0,27.0,Female,21.43,2.83,5.4,8.0,5.0,51.0,14.0,5.122137707673351,6.0,8.0,8.0
7827.0,23.0,Male,20.25,5.73,9.48,2.0,80.0,130.0,36.0,6.851148009586323,1.0,4.0,6.0
1978.0,23.0,Female,22.27,6.25,7.98,5.0,71.0,9.0,137.0,10.9666609702828,9.0,8.0,3.0
9771.0,20.0,Female,23.28,5.14,5.85,6.0,52.0,297.0,29.0,4.197309506384086,10.0,2.0,8.0
1613.0,20.0,Other,22.7,6.89,8.19,2.0,87.0,31.0,46.0,8.810466910517633,10.0,3.0,7.0
,51.0,Female,22.65,7.27,8.62,7.0,89.0,205.0,57.0,9.218769980665105,8.0,1.0,7.0
9783.0,59.0,Male,21.93,5.68,7.74,6.0,85.0,112.0,111.0,8.926340416811083,4.0,4.0,2.0
6091.0,38.0,Male,23.33,4.77,5.43,4.0,64.0,119.0,129.0,5.008928565957066,9.0,2.0,9.0
5904.0,28.0,Male,21.95,5.75,7.8,3.0,37.0,66.0,40.0,9.212631423842016,8.0,6.0,8.0
9257.0,30.0,Other,22.87,6.59,7.72,9.0,19.0,260.0,134.0,10.32823901609401,2.0,10.0,5.0
8985.0,19.0,Male,23.78,8.51,8.73,8.0,47.0,220.0,35.0,10.28693485364708,9.0,2.0,1.0
9441.0,51.0,Other,20.63,5.61,8.98,3.0,84.0,281.0,163.0,4.297402304397168,1.0,5.0,6.0
,42.0,Other,20.12,3.22,7.1,6.0,44.0,90.0,167.0,10.228366571381512,9.0,3.0,2.0
4354.0,23.0,Female,23.12,8.06,8.94,5.0,17.0,142.0,153.0,5.507158139203938,7.0,7.0,2.0
,28.0,Male,23.12,8.49,9.38,5.0,77.0,148.0,110.0,6.775736604995871,2.0,2.0,4.0
2607.0,48.0,Other,21.08,2.05,4.97,1.0,43.0,254.0,62.0,9.462236001553045,6.0,3.0,9.0
3925.0,54.0,Female,22.67,5.39,6.73,9.0,3.0,88.0,176.0,11.421858238264033,2.0,8.0,5.0
6314.0,19.0,Other,20.65,1.31,4.66,2.0,28.0,65.0,161.0,11.441124427100764,6.0,7.0,6.0
9722.0,44.0,Male,23.33,4.87,5.53,9.0,26.0,97.0,18.0,11.730029657920715,4.0,3.0,10.0
3223.0,27.0,Male,20.63,5.44,8.81,10.0,18.0,63.0,123.0,6.541844372941118,9.0,4.0,9.0
9273.0,50.0,Other,21.67,2.43,4.76,5.0,31.0,155.0,155.0,8.118138992603544,4.0,9.0,5.0
,28.0,Other,23.97,7.43,7.46,8.0,66.0,129.0,101.0,9.377189495459255,8.0,2.0,4.0
4323.0,19.0,Other,21.8,5.71,7.91,5.0,73.0,175.0,72.0,8.373895583870944,8.0,10.0,7.0
8646.0,24.0,Male,21.73,2.31,4.58,10.0,41.0,186.0,171.0,7.55035872783783,7.0,9.0,5.0
2421.0,24.0,Other,20.03,5.16,9.13,2.0,43.0,85.0,45.0,5.028367660836084,9.0,3.0,10.0
5799.0,25.0,Other,22.85,4.92,6.07,2.0,57.0,176.0,31.0,10.896149112085332,6.0,4.0,4.0
1479.0,48.0,Male,23.75,5.19,5.44,9.0,87.0,216.0,60.0,8.467759725840553,3.0,1.0,10.0
3421.0,21.0,Other,22.23,3.55,5.32,2.0,42.0,278.0,60.0,8.39618198018207,1.0,7.0,7.0
,30.0,Other,21.55,3.43,5.88,3.0,0.0,42.0,41.0,8.598045525243235,1.0,3.0,10.0
,50.0,Other,20.67,1.87,5.21,9.0,5.0,30.0,39.0,4.214783475325331,7.0,1.0,4.0
9937.0,20.0,Male,22.7,7.89,9.19,1.0,71.0,31.0,178.0,5.659189742633092,3.0,3.0,6.0
1407.0,35.0,Female,21.78,4.42,6.64,1.0,86.0,88.0,154.0,9.932870671546706,1.0,10.0,9.0
4749.0,59.0,Other,21.25,3.87,6.62,9.0,15.0,286.0,117.0,10.539722756087688,4.0,10.0,3.0
8185.0,49.0,Female,23.13,6.83,7.69,5.0,63.0,186.0,109.0,5.498552741691001,7.0,4.0,1.0
8216.0,18.0,Female,22.78,3.8,5.01,3.0,87.0,120.0,2.0,5.025080322004192,3.0,1.0,2.0
2094.0,22.0,Female,23.33,4.51,5.18,3.0,56.0,164.0,74.0,11.88007798263557,5.0,7.0,9.0
3963.0,50.0,Other,21.58,4.12,6.54,5.0,62.0,220.0,9.0,11.078424647681564,7.0,8.0,5.0
8994.0,29.0,Other,20.35,3.7,7.35,1.0,37.0,108.0,52.0,5.608625502350975,10.0,8.0,6.0
9709.0,45.0,Other,22.12,3.88,5.77,6.0,16.0,264.0,77.0,7.521043346190405,1.0,9.0,4.0
6839.0,50.0,Other,22.17,3.28,5.11,2.0,46.0,220.0,49.0,8.948775692008812,10.0,8.0,3.0
8832.0,36.0,Female,22.0,6.74,8.74,6.0,44.0,246.0,115.0,4.868222324463107,9.0,5.0,6.0
3369.0,55.0,Male,22.55,3.97,5.42,9.0,15.0,81.0,76.0,5.205859258371762,2.0,1.0,5.0
1589.0,30.0,Other,23.82,6.98,7.16,1.0,79.0,234.0,30.0,10.027104919358688,1.0,5.0,8.0
6938.0,23.0,Other,20.07,0.7,4.63,3.0,85.0,145.0,114.0,5.562135481528432,6.0,1.0,10.0
2325.0,59.0,Female,20.53,1.16,4.63,10.0,24.0,72.0,142.0,11.47196293341339,6.0,4.0,1.0
5516.0,25.0,Male,20.92,4.78,7.86,1.0,6.0,254.0,21.0,10.77767590058711,5.0,9.0,1.0
1679.0,19.0,Other,20.38,1.61,5.23,4.0,8.0,210.0,145.0,8.503852036122126,8.0,1.0,8.0
4591.0,18.0,Male,23.02,7.01,8.0,2.0,67.0,130.0,133.0,4.125559482739572,2.0,3.0,10.0
1673.0,34.0,Female,20.02,2.88,6.86,9.0,9.0,292.0,175.0,5.056787213829922,8.0,7.0,4.0
7891.0,43.0,Other,23.2,6.3,7.1,5.0,55.0,262.0,54.0,4.753779029980059,8.0,6.0,9.0
2194.0,52.0,Other,22.18,3.45,5.27,1.0,44.0,87.0,142.0,5.175384216804851,6.0,7.0,10.0
8307.0,21.0,Other,21.83,6.96,9.13,9.0,54.0,232.0,171.0,11.155024790095991,6.0,3.0,3.0
6962.0,34.0,Male,23.97,6.67,6.71,3.0,77.0,186.0,38.0,8.315474843903488,3.0,2.0,10.0
6177.0,42.0,Male,23.18,7.77,8.59,8.0,75.0,251.0,137.0,5.213335682860962,9.0,7.0,8.0
1838.0,18.0,Male,23.9,6.93,7.03,8.0,57.0,296.0,114.0,4.221519094070203,9.0,8.0,2.0
1599.0,32.0,Male,20.1,4.12,8.02,3.0,22.0,174.0,166.0,6.993368748732641,1.0,3.0,10.0
8234.0,44.0,Other,21.93,2.85,4.92,2.0,12.0,79.0,42.0,5.481786646647503,10.0,7.0,1.0
,35.0,Female,23.65,4.25,4.6,4.0,18.0,99.0,115.0,11.023532511996848,8.0,4.0,5.0
2692.0,53.0,Other,22.48,7.42,8.93,8.0,23.0,181.0,118.0,5.219255360303051,2.0,5.0,7.0
6129.0,51.0,Other,20.58,4.57,7.98,2.0,70.0,174.0,85.0,4.73656036567122,3.0,8.0,8.0
7192.0,36.0,Other,23.1,4.63,5.53,10.0,87.0,175.0,134.0,10.516063745044251,1.0,9.0,3.0
3003.0,49.0,Other,23.1,7.41,8.31,3.0,23.0,39.0,51.0,10.18713779703018,4.0,1.0,1.0
6765.0,28.0,Male,22.28,3.39,5.11,7.0,27.0,237.0,79.0,7.257320496712962,9.0,4.0,7.0
8257.0,54.0,Female,22.15,5.43,7.28,9.0,14.0,173.0,89.0,7.044607531024856,3.0,6.0,8.0
4815.0,19.0,Female,22.18,4.42,6.24,9.0,47.0,210.0,30.0,6.850373724414854,9.0,4.0,2.0
1483.0,59.0,Male,21.6,7.03,9.43,10.0,55.0,274.0,173.0,5.150741391582869,1.0,5.0,1.0
7685.0,35.0,Other,23.33,8.09,8.76,5.0,21.0,82.0,162.0,4.396679764192018,6.0,10.0,3.0
3452.0,48.0,Male,22.5,3.16,4.66,8.0,64.0,6.0,135.0,11.459603368645146,9.0,1.0,6.0
6562.0,23.0,Other,23.52,4.65,5.13,9.0,62.0,265.0,137.0,7.256735649264158,6.0,7.0,6.0
9128.0,33.0,Male,21.77,3.98,6.21,6.0,7.0,273.0,76.0,5.621505620626861,7.0,2.0,5.0
2543.0,37.0,Female,22.33,4.91,6.58,8.0,29.0,98.0,83.0,10.883919542373189,9.0,1.0,7.0
9861.0,24.0,Female,21.17,5.05,7.89,4.0,51.0,139.0,140.0,10.221140557421514,3.0,3.0,2.0
1448.0,59.0,Female,23.73,5.16,5.43,2.0,51.0,294.0,105.0,9.733708876815411,8.0,10.0,7.0
7549.0,53.0,Other,23.02,8.31,9.29,3.0,61.0,203.0,110.0,8.998365658670899,4.0,7.0,7.0
7701.0,49.0,Female,23.15,6.57,7.42,9.0,68.0,64.0,61.0,6.040923146704006,10.0,3.0,6.0
9810.0,28.0,Male,21.55,6.99,9.44,1.0,31.0,97.0,4.0,8.907942174815837,10.0,2.0,9.0
7279.0,49.0,Other,21.28,2.3,5.01,2.0,48.0,236.0,15.0,10.447245176151217,10.0,4.0,8.0
4728.0,44.0,Female,20.3,2.57,6.27,2.0,51.0,102.0,100.0,10.947722729698947,10.0,7.0,9.0
3552.0,45.0,Female,22.27,5.17,6.9,4.0,76.0,164.0,96.0,7.077693198921892,8.0,3.0,2.0
2867.0,39.0,Male,21.27,2.2,4.94,5.0,58.0,264.0,76.0,9.71558795151516,4.0,7.0,7.0
5723.0,31.0,Other,22.37,4.06,5.7,8.0,12.0,166.0,43.0,7.573772447918989,2.0,3.0,4.0
1118.0,24.0,Other,23.2,7.25,8.05,10.0,66.0,186.0,2.0,5.793378213975214,1.0,4.0,7.0
4759.0,46.0,Female,21.57,2.28,4.71,2.0,48.0,70.0,157.0,4.992775008877459,7.0,8.0,1.0
3808.0,45.0,Other,22.53,4.03,5.5,4.0,19.0,119.0,96.0,10.550663193712944,9.0,5.0,4.0
7536.0,32.0,Female,22.42,5.1,6.69,3.0,51.0,126.0,31.0,9.47546151665279,8.0,1.0,3.0
9165.0,47.0,Male,23.75,5.54,5.79,7.0,70.0,113.0,28.0,6.606683516033163,4.0,1.0,5.0
5307.0,30.0,Female,22.92,8.02,9.11,8.0,86.0,77.0,67.0,6.125427724022698,10.0,6.0,6.0
7255.0,33.0,Female,23.53,4.28,4.75,5.0,57.0,166.0,163.0,4.307431349156917,4.0,7.0,5.0
6060.0,23.0,Other,22.6,6.46,7.86,10.0,20.0,192.0,110.0,10.044890654593376,8.0,10.0,2.0
5661.0,51.0,Other,23.35,7.58,8.23,4.0,61.0,86.0,77.0,8.375966802708163,3.0,6.0,9.0
7097.0,23.0,Male,22.68,6.46,7.77,10.0,68.0,264.0,68.0,11.580183844409904,3.0,4.0,10.0
2601.0,18.0,Other,23.7,6.68,6.98,7.0,20.0,162.0,99.0,5.378895327083,4.0,3.0,7.0
2031.0,41.0,Female,23.28,6.56,7.27,4.0,69.0,17.0,55.0,6.924230375258233,6.0,6.0,10.0
4041.0,39.0,Male,23.88,7.74,7.85,10.0,73.0,264.0,125.0,5.41064683014432,10.0,6.0,4.0
8750.0,30.0,Female,20.77,2.64,5.87,10.0,13.0,257.0,107.0,4.959072572679096,9.0,8.0,8.0
,22.0,Other,22.58,5.88,7.3,9.0,44.0,219.0,18.0,8.170672685733877,10.0,9.0,1.0
5031.0,21.0,Female,22.7,4.16,5.46,4.0,76.0,72.0,118.0,10.108834873303962,3.0,9.0,9.0
2756.0,28.0,Other,20.42,3.55,7.13,8.0,9.0,30.0,35.0,6.114079022797245,4.0,9.0,9.0
9199.0,52.0,Female,20.67,5.13,8.47,5.0,52.0,172.0,178.0,8.348321901844567,1.0,7.0,5.0
6434.0,26.0,Female,22.58,6.43,7.84,4.0,83.0,132.0,137.0,11.49181429366118,9.0,9.0,6.0
5370.0,55.0,Female,23.57,8.84,9.27,6.0,23.0,197.0,16.0,7.256679782523079,4.0,7.0,9.0
7292.0,51.0,Other,20.7,3.17,6.47,1.0,57.0,45.0,128.0,7.21367626730672,7.0,9.0,9.0
6955.0,42.0,Male,21.38,3.92,6.54,7.0,35.0,265.0,112.0,5.70509683445164,3.0,2.0,1.0
9526.0,40.0,Male,22.0,6.72,8.72,1.0,33.0,237.0,178.0,7.213161417696335,3.0,2.0,8.0
7990.0,32.0,Male,20.15,2.77,6.62,2.0,66.0,163.0,131.0,9.546900921397684,1.0,9.0,9.0
5939.0,39.0,Male,20.53,3.64,7.11,5.0,39.0,201.0,17.0,11.36216958081231,10.0,9.0,3.0
2329.0,47.0,Male,22.85,6.45,7.6,8.0,3.0,80.0,48.0,11.83289735795842,7.0,9.0,5.0
2607.0,34.0,Other,23.83,7.84,8.0,9.0,51.0,173.0,165.0,8.77720563586518,9.0,2.0,6.0
3377.0,37.0,Female,22.52,7.99,9.47,8.0,16.0,185.0,117.0,5.33136148417962,7.0,2.0,9.0
9536.0,48.0,Female,20.05,4.06,8.01,8.0,64.0,103.0,43.0,6.35041623052406,10.0,7.0,2.0
5470.0,54.0,Male,21.95,5.52,7.57,10.0,53.0,225.0,50.0,9.88757761378578,9.0,2.0,8.0
9113.0,19.0,Female,22.13,4.29,6.15,2.0,62.0,71.0,130.0,7.988690299129697,9.0,9.0,4.0
4190.0,25.0,Other,22.73,3.52,4.79,1.0,56.0,66.0,45.0,11.088406721520608,1.0,8.0,2.0
5182.0,52.0,Male,20.13,3.85,7.72,2.0,79.0,231.0,69.0,7.154726344754584,1.0,3.0,1.0
6184.0,29.0,Other,20.27,5.25,8.98,7.0,6.0,43.0,132.0,6.441356016362645,2.0,5.0,7.0
9689.0,55.0,Male,20.08,5.49,9.4,3.0,4.0,201.0,178.0,8.251186455970577,4.0,10.0,2.0
1111.0,37.0,Male,22.95,7.83,8.88,6.0,55.0,184.0,53.0,11.820922940190028,5.0,5.0,4.0
2233.0,23.0,Other,20.18,2.69,6.51,1.0,4.0,263.0,38.0,5.920307350113198,2.0,9.0,5.0
6492.0,41.0,Other,22.5,3.81,5.31,6.0,31.0,38.0,175.0,8.778912599684407,3.0,8.0,8.0
6802.0,25.0,Male,23.13,3.81,4.67,4.0,87.0,135.0,115.0,4.1577578576345005,2.0,4.0,10.0
4370.0,27.0,Female,21.83,6.17,8.34,9.0,62.0,106.0,104.0,6.167579798658208,4.0,1.0,3.0
3781.0,53.0,Other,23.23,6.09,6.86,5.0,8.0,275.0,78.0,4.303335552589067,9.0,4.0,9.0
4522.0,53.0,Male,23.58,6.35,6.77,7.0,53.0,16.0,169.0,8.414320508635965,4.0,6.0,6.0
5245.0,31.0,Male,21.25,5.16,7.91,10.0,70.0,282.0,78.0,9.772112514763316,9.0,7.0,8.0
7405.0,51.0,Other,21.9,3.11,5.21,9.0,21.0,90.0,87.0,4.907684012198152,2.0,4.0,1.0
6566.0,35.0,Female,23.53,4.36,4.82,3.0,77.0,53.0,86.0,4.669307280409465,4.0,6.0,8.0
2353.0,18.0,Male,23.63,8.15,8.51,1.0,86.0,178.0,147.0,5.737316127651538,8.0,7.0,9.0
6320.0,41.0,Male,23.48,6.46,6.97,10.0,50.0,297.0,107.0,8.704892563644819,1.0,4.0,4.0
4185.0,56.0,Male,21.52,3.73,6.21,6.0,77.0,139.0,61.0,8.27923827351836,10.0,8.0,10.0
3577.0,53.0,Female,23.95,5.16,5.21,1.0,47.0,64.0,32.0,11.655809517682483,7.0,4.0,5.0
7018.0,23.0,Male,22.1,3.13,5.03,4.0,64.0,133.0,23.0,4.302073116787206,3.0,4.0,8.0
3704.0,26.0,Male,20.28,2.64,6.35,4.0,56.0,104.0,114.0,9.937774684193684,3.0,5.0,3.0
2745.0,43.0,Female,23.02,3.92,4.9,9.0,89.0,236.0,174.0,7.407784257759307,2.0,5.0,5.0
2935.0,20.0,Male,22.33,7.66,9.32,10.0,41.0,223.0,22.0,8.581364665528968,3.0,9.0,5.0
3625.0,49.0,Female,23.92,4.45,4.54,3.0,81.0,177.0,117.0,9.220210537061174,3.0,5.0,8.0
5476.0,42.0,Other,21.82,2.44,4.62,1.0,31.0,32.0,25.0,6.252280320855155,9.0,9.0,2.0
2534.0,47.0,Female,23.15,3.88,4.73,8.0,50.0,291.0,54.0,4.488908609026755,8.0,4.0,9.0
,18.0,Male,21.55,2.85,5.3,7.0,50.0,112.0,151.0,11.791601661262089,10.0,10.0,7.0
8784.0,35.0,Other,21.28,6.42,9.13,4.0,42.0,50.0,4.0,4.5374815721912105,7.0,10.0,8.0
1877.0,21.0,Other,23.72,6.16,6.44,10.0,10.0,72.0,10.0,7.809862508137299,6.0,10.0,10.0
2812.0,38.0,Male,21.95,6.57,8.62,6.0,86.0,111.0,16.0,5.259623657518773,6.0,3.0,4.0
5576.0,38.0,Male,23.17,6.83,7.66,7.0,65.0,142.0,71.0,11.803187820841806,9.0,10.0,8.0
7066.0,52.0,Female,20.67,6.01,9.34,9.0,37.0,234.0,95.0,4.879055757881608,10.0,7.0,4.0
2573.0,47.0,Male,22.07,6.87,8.8,6.0,80.0,216.0,23.0,4.3658129180981815,1.0,2.0,10.0
4097.0,20.0,Female,23.02,8.34,9.32,4.0,37.0,69.0,51.0,5.318182415295087,10.0,4.0,10.0
7804.0,59.0,Male,20.28,1.04,4.76,6.0,6.0,39.0,167.0,4.161995038320737,3.0,3.0,9.0
5407.0,49.0,Male,22.2,4.06,5.86,6.0,65.0,202.0,10.0,5.412433537942724,8.0,3.0,5.0
1554.0,26.0,Female,22.83,6.84,8.01,4.0,38.0,150.0,40.0,9.07584058538784,3.0,7.0,6.0
,54.0,Male,22.63,7.71,9.07,3.0,61.0,93.0,84.0,4.328794522824145,9.0,2.0,3.0
9638.0,35.0,Male,22.82,7.07,8.25,4.0,73.0,64.0,129.0,9.325318679541294,3.0,1.0,8.0
5350.0,55.0,Other,23.8,4.47,4.67,1.0,81.0,45.0,170.0,7.12231280671467,1.0,2.0,6.0
9755.0,50.0,Male,23.12,5.51,6.39,1.0,61.0,153.0,36.0,5.6155269160958605,1.0,5.0,9.0
5161.0,30.0,Other,21.42,4.92,7.5,5.0,58.0,183.0,179.0,5.644307765563892,4.0,9.0,10.0
4086.0,59.0,Other,21.87,4.74,6.88,5.0,53.0,183.0,93.0,11.791526133334257,4.0,7.0,10.0
9972.0,50.0,Female,20.62,5.95,9.34,4.0,31.0,30.0,126.0,6.062381297313007,1.0,4.0,2.0
9222.0,53.0,Male,21.03,1.85,4.82,1.0,43.0,56.0,8.0,10.264539761272127,2.0,9.0,8.0
9294.0,39.0,Other,22.6,5.07,6.47,4.0,73.0,201.0,89.0,9.540619035175244,8.0,6.0,4.0
1787.0,27.0,Female,23.43,8.76,9.33,4.0,58.0,11.0,115.0,6.41799515930558,5.0,8.0,7.0
5055.0,48.0,Male,20.68,3.35,6.66,3.0,84.0,71.0,13.0,7.940877430822613,2.0,6.0,4.0
3220.0,21.0,Other,23.17,5.42,6.25,2.0,38.0,299.0,117.0,7.522503806015245,2.0,3.0,7.0
,23.0,Female,20.95,2.06,5.11,8.0,84.0,108.0,42.0,6.196574005197932,6.0,6.0,3.0
9676.0,58.0,Other,21.15,3.7,6.55,10.0,29.0,299.0,70.0,7.777573622064971,7.0,6.0,7.0
9951.0,47.0,Female,23.68,4.46,4.77,5.0,49.0,296.0,93.0,5.278284496908563,9.0,9.0,10.0
8224.0,39.0,Other,22.15,3.77,5.62,1.0,64.0,225.0,163.0,7.489658371858957,7.0,6.0,1.0
5473.0,33.0,Male,23.67,7.65,7.99,4.0,24.0,30.0,84.0,10.5181494507762,3.0,3.0,3.0
1429.0,58.0,Male,23.27,8.08,8.82,4.0,82.0,56.0,65.0,8.848995111063822,10.0,3.0,4.0
4251.0,29.0,Male,20.25,5.21,8.96,8.0,20.0,65.0,135.0,8.091542671340985,10.0,9.0,4.0
9767.0,24.0,Female,23.8,6.27,6.47,4.0,10.0,191.0,80.0,9.740294908101015,10.0,3.0,8.0
